"Time [ms]","InducedVoltage(PhaseA) [V] - b='0.7'","InducedVoltage(PhaseA) [V] - b='0.72'","InducedVoltage(PhaseA) [V] - b='0.74'","InducedVoltage(PhaseA) [V] - b='0.76'","InducedVoltage(PhaseA) [V] - b='0.78'","InducedVoltage(PhaseA) [V] - b='0.8'","InducedVoltage(PhaseA) [V] - b='0.82'","InducedVoltage(PhaseA) [V] - b='0.84'","InducedVoltage(PhaseA) [V] - b='0.86'","InducedVoltage(PhaseA) [V] - b='0.88'","InducedVoltage(PhaseA) [V] - b='0.9'","InducedVoltage(PhaseB) [V] - b='0.7'","InducedVoltage(PhaseB) [V] - b='0.72'","InducedVoltage(PhaseB) [V] - b='0.74'","InducedVoltage(PhaseB) [V] - b='0.76'","InducedVoltage(PhaseB) [V] - b='0.78'","InducedVoltage(PhaseB) [V] - b='0.8'","InducedVoltage(PhaseB) [V] - b='0.82'","InducedVoltage(PhaseB) [V] - b='0.84'","InducedVoltage(PhaseB) [V] - b='0.86'","InducedVoltage(PhaseB) [V] - b='0.88'","InducedVoltage(PhaseB) [V] - b='0.9'","InducedVoltage(PhaseC) [V] - b='0.7'","InducedVoltage(PhaseC) [V] - b='0.72'","InducedVoltage(PhaseC) [V] - b='0.74'","InducedVoltage(PhaseC) [V] - b='0.76'","InducedVoltage(PhaseC) [V] - b='0.78'","InducedVoltage(PhaseC) [V] - b='0.8'","InducedVoltage(PhaseC) [V] - b='0.82'","InducedVoltage(PhaseC) [V] - b='0.84'","InducedVoltage(PhaseC) [V] - b='0.86'","InducedVoltage(PhaseC) [V] - b='0.88'","InducedVoltage(PhaseC) [V] - b='0.9'"
34.4299999999999,27.252627635771,27.855933436699,28.2205523149115,28.5217682738759,29.2464643257218,29.5454555648056,29.7492449743864,29.8770657904901,30.0469045650786,30.4839615546726,30.5032067167144,187.711318821274,187.759658629633,187.610890154538,187.438233043297,187.737030832211,187.636643835321,187.478821969678,187.282185533746,187.169345081917,187.369687157898,187.234232906125,-215.106810009133,-214.934130173242,-214.964405246243,-215.029106170486,-214.615488067305,-214.619428370988,-214.686028816186,-214.80703656126,-214.845710586162,-214.57766196884,-214.677169260141
34.4399999999999,26.7000134763606,27.1370167873985,27.574139926112,28.2351308248108,28.7163606052521,28.8940032500129,29.2508704222039,29.6330459005345,29.9133278515884,29.7667444443761,29.9747082506352,189.524841669852,189.405376500629,189.326283962324,189.521653669469,189.573278770069,189.360620585077,189.344535910585,189.403236776009,189.402868184818,189.005962623875,189.064324781873,-213.573915628676,-213.571837997276,-213.53722944141,-213.232865426705,-213.067613740306,-213.185412115829,-213.113980802374,-212.979535736948,-212.909159624716,-213.235527624164,-213.144591127121
34.4499999999999,25.3242818980315,25.6860079706711,26.1166456007045,27.3321247377001,27.2564848859735,27.2582035334645,27.7790642156495,28.1009486144179,28.3341049016728,28.3266152107608,28.5279540829519,190.477070380934,190.284962095216,190.20087261758,190.950210026847,190.446843576186,190.060865808958,190.20893667599,190.20872228005,190.161830179031,189.906523409658,189.958491639919,-212.90423468045,-212.978551468801,-212.951604827269,-212.082359663465,-212.486195344974,-212.780065537457,-212.547251117318,-212.474913935906,-212.452664772322,-212.638348461727,-212.55597039424
34.4599999999999,23.7902953038105,24.2393632563009,24.5759424752356,25.4846888423199,25.7331521971604,25.8722256003985,26.0017684701686,26.4897798959773,26.699431012267,26.7919623135771,27.0302349100637,191.26455424445,191.16170105061,190.986601558629,191.428067994676,191.25048483514,191.00078713776,190.763457930587,190.92756817754,190.858009539924,190.704765682981,190.794092766172,-212.382126242411,-212.370009339616,-212.436515194481,-211.882025606208,-211.956873763111,-212.117282057739,-212.272568374944,-212.039566107078,-212.04182349373,-212.126560986853,-212.008136927799
34.4699999999999,22.3250015044252,22.6417066476969,23.8053870907307,23.8612972189522,24.1893775981439,24.3678686658921,24.5360640476755,24.5391428267627,24.8356859875176,25.1991133990159,25.2566784252284,192.114896566828,191.8825088737,192.532634472065,192.124164767776,192.02773906575,191.817354886709,191.61993379834,191.304204009515,191.321209445403,191.438064599025,191.349763086948,-211.778147332167,-211.899894502482,-211.130053963168,-211.441233219598,-211.436486296948,-211.560363791355,-211.678244124791,-211.928273176779,-211.845938582181,-211.662275756697,-211.721792060804
34.4799999999999,20.8622233972944,21.2841204453251,21.9252331630892,22.3669493120804,22.6511211374847,22.6670450519217,22.9857021525226,23.1510908291821,23.3316519136384,23.4297089383717,23.7545223237434,192.963300716981,192.837052944336,192.969029316475,192.944654441954,192.805838174381,192.435869990429,192.388065681467,192.234098683611,192.136750943545,191.993344454958,192.168114035049,-211.158950200468,-211.177213145719,-210.931402179967,-210.857386221477,-210.898462485246,-211.184557875801,-211.155153882797,-211.244736836896,-211.278464270689,-211.357277036708,-211.155116379874
34.4899999999999,19.5150367484409,20.0199346569674,20.7544027002182,20.9390904139628,21.4286955361132,21.5673251595161,21.7686300131803,21.9117003080915,22.0754970400472,22.3280616606147,22.5289803122086,193.923366934551,193.880895676624,194.107022105824,193.829314070296,193.895103808084,193.647625543594,193.485362028104,193.310240774577,193.196774412671,193.208408200873,193.260668518278,-210.415906617109,-210.353917944081,-210.015332050317,-210.197556051542,-210.03651768112,-210.202687518141,-210.291043771288,-210.404724233312,-210.456368989498,-210.381684664351,-210.303028614306
34.4999999999999,18.3314328794149,19.6567559150485,19.5500817381677,19.7841230845153,19.988056191611,20.4048534731771,20.5660031783461,20.7296528133338,20.8818854092407,21.2054637156789,21.4410202079129,195.041673888327,195.819319457222,195.20730715161,194.979681765844,194.764290865734,194.793115149156,194.592779040503,194.439053293474,194.314641954749,194.399331568321,194.485701164177,-209.499527460213,-208.602800527197,-209.121491936468,-209.256694696208,-209.380142687954,-209.272690094589,-209.402321552674,-209.496132547696,-209.560443961884,-209.414850540199,-209.300303475429
34.5099999999999,16.9788094346923,17.7757255011457,18.047248318942,18.2883242240861,18.5579477874287,18.899083100582,18.9025156191125,19.2174268026202,19.3536717622511,19.6804169970421,19.5551984253917,195.986385655242,196.237006559877,196.00385238347,195.784539312346,195.63564481207,195.591392540695,195.235448782827,195.231402670556,195.091754084492,195.181540713057,194.908955631246,-208.737262673112,-208.376280347403,-208.512727106688,-208.642447634472,-208.703300838953,-208.671394181989,-208.95877975039,-208.903786346432,-208.985172657067,-208.837683613472,-209.083043478545
34.5199999999999,15.5520355109739,16.2666708853121,16.5068283431935,16.7883322126583,17.0303446583531,17.3737754149028,17.381298220509,17.4652352593119,17.9064317926303,18.0819318377379,18.0440674599269,196.849203654462,197.018565257137,196.755562330622,196.578255488741,196.403093859343,196.362458518773,196.011221072398,195.779368345345,195.942855949305,195.882087666205,195.696519923697,-208.041320392924,-207.764307469266,-207.933751043571,-208.024306500978,-208.114398616541,-208.081359061527,-208.366471362567,-208.540920182809,-208.319417588693,-208.326697269251,-208.485603300554
34.5299999999999,14.7590855738788,14.7732602959805,14.9939330305882,15.311562900866,15.5437347287124,15.8536821293687,15.8726625716366,16.0905317794946,16.0885320309168,16.3121513145459,16.5213293864319,198.33576347798,197.806777224549,197.525873316773,197.386555475429,197.202731857105,197.129929757092,196.791060963344,196.693553857219,196.418803994219,196.404944109582,196.464906078478,-206.69157507697,-207.130489500404,-207.321031830618,-207.376659783676,-207.477727162003,-207.479440475258,-207.754778571048,-207.795928276211,-208.016146326667,-207.977518998056,-207.892270371357
34.5399999999999,12.9649750784555,13.2903915870286,13.575510413405,13.9000417691493,14.1354604151656,14.4433229669061,14.4605117489816,14.6868180092796,14.8590921867253,14.8944374745219,15.1111251001534,198.811967273013,198.596036175222,198.380496868022,198.249910291623,198.070563030558,197.996680292681,197.657450686325,197.56991641153,197.468853768148,197.267644857602,197.336576035723,-206.355880176029,-206.479497906656,-206.607892883326,-206.658001753185,-206.756697471561,-206.76219494139,-207.040521996388,-207.0743623938,-207.121732707147,-207.272890101065,-207.179820555331
34.5499999999999,12.0805074943608,12.5528778410489,12.8802983393128,13.1450984029891,13.3754197486291,13.6489367074,13.8232979968067,14.0145090798238,14.2344988988907,14.4456081246136,14.5034292809543,200.179137090414,200.113138698521,199.941971126988,199.751835400519,199.568026144201,199.46140938546,199.280600013796,199.160139648863,199.107933764511,199.083891661883,198.996518026018,-205.102663799167,-205.080034342064,-205.167348182814,-205.27951661479,-205.384816443113,-205.425666624653,-205.546961097561,-205.618907305791,-205.619244619909,-205.591725130227,-205.659115503815
34.5599999999999,10.6909127040089,11.0928884433148,11.4156301862345,11.7075456432247,11.9657370541815,12.2540612468247,12.3763465135651,12.7549040794761,12.8562568115276,12.9713699146439,13.0900931442635,201.043383886954,200.908706746,200.734559669949,200.573376276558,200.419024674314,200.32826989142,200.096977206077,200.16498935603,199.995116536938,199.87570437516,199.849469724056,-204.340036460784,-204.390537002355,-204.48409340246,-204.570372998325,-204.648543595237,-204.676312064367,-204.851304348985,-204.733737194376,-204.855547128555,-204.926219719156,-204.933281717798
34.5699999999999,9.18475422294063,9.65895867125477,9.98442031935887,10.2957129507419,10.4785088320403,10.7706302636013,10.9649268553502,11.164766624755,11.2912939267185,11.411848818732,11.5547691232343,201.785149386799,201.724388321398,201.554600126944,201.414871070918,201.186550809987,201.100900794773,200.942704223364,200.833308052176,200.689322384021,200.576032084246,200.574163829814,-203.683699836971,-203.662608743363,-203.754910893431,-203.822951438537,-203.978818828765,-204.00430364709,-204.10681765449,-204.171533464276,-204.268628459997,-204.334948055254,-204.318374227389
34.5799999999999,7.777802239467,8.1100920036381,8.40343442448099,8.71023193312337,8.91531076865903,9.21293194048323,9.3619008951995,9.56050797351615,9.65500124366359,9.76405405575531,9.81316107339092,202.62024748311,202.418655103587,202.218307262086,202.076100650464,201.871792730751,201.793443145365,201.590693685155,201.480939784729,201.305477868835,201.181844707332,201.087103999462,-202.915676609552,-203.039980488282,-203.166264411159,-203.240095709228,-203.374838308104,-203.395848535268,-203.545251234036,-203.611765422065,-203.741979990305,-203.821311076929,-203.897847625462
34.5899999999999,6.25412623128652,6.573500931778,6.83747727087125,7.11993906239439,7.33047859617364,7.58101576553427,7.75611091604622,7.91491369392383,7.97115984854102,7.99087328821058,8.11713041802831,203.331216681535,203.117858707952,202.889824247376,202.724965559301,202.528032917954,202.405498237521,202.228646810262,202.079678699632,201.866431856607,201.65655687584,201.636517600748,-202.258022606078,-202.3967178582,-202.553929320443,-202.653510866718,-202.784361869623,-202.852286141073,-202.977791439418,-203.084916649679,-203.254441820164,-203.422606271458,-203.424913001621
34.5999999999999,4.95753824110157,5.24690037360664,5.50205881315047,5.75415476072871,5.98730763173849,6.2674344005309,6.37435545119969,6.48288652567719,6.43584104729755,6.61404726274295,6.64383672926427,204.256617840781,204.014695666393,203.779538214419,203.58568871347,203.413149186704,203.320133331983,203.077800988752,202.879048443058,202.564855251736,202.513121259273,202.396968131863,-201.369688299888,-201.540047495155,-201.707433140821,-201.838783236866,-201.948177764524,-201.98810947932,-202.182321763997,-202.340727010478,-202.612773568303,-202.624998105494,-202.72394756021
34.6099999999999,3.61438038677941,3.90801653990525,4.16466489983613,4.40583318325749,4.65085162023593,4.90669198239257,4.95318232442421,4.98617164071402,5.13332488608631,5.25533261611089,5.2942918320642,205.128978393507,204.893254973837,204.661440678444,204.458143186298,204.298939171971,204.181850524249,203.882343542508,203.609806720714,203.489138680205,203.382600301072,203.276183326895,-200.51994233615,-200.68759480239,-200.854863534664,-200.998517102377,-201.097032589589,-201.163195128631,-201.416992602171,-201.651247284246,-201.732423340248,-201.801015867928,-201.891176739147
34.6199999999999,2.12803394122885,2.44243292452651,2.69754729252392,2.95373640700758,3.22273227645331,3.40408569430295,3.53840681230899,3.61826209552829,3.74948127097596,3.82775818199565,3.87884542764061,205.852260869852,205.639684534717,205.408479851468,205.221811308537,205.088054233951,204.898230850517,204.687525099029,204.462605941266,204.328240323018,204.178168194527,204.085459947662,-199.806533200419,-199.954967347013,-200.125111563418,-200.25521385571,-200.330353224534,-200.47133769136,-200.639142802408,-200.828855394153,-200.926155007886,-201.03939511289,-201.116887881236
34.6299999999999,0.366251464706258,0.996030449118557,1.26214882324449,1.53829536755357,1.83746015186559,2.03825802646551,2.19846691883463,2.28932826882855,2.42130563260501,2.48138734341707,2.59442790009334,206.293219199252,206.395222798675,206.177287516215,206.012129581995,205.910312527344,205.739736712304,205.558037669046,205.345747329658,205.213087715517,205.045146987595,205.015293558458,-199.36011914585,-199.198201409087,-199.35856910166,-199.470407853461,-199.515832247954,-199.639721067488,-199.78149066277,-199.961764058479,-200.059342790587,-200.191292007851,-200.207161912205
34.6399999999999,-1.00571982019626,-0.658302883838058,-0.130201868397961,0.156136399426243,0.385516298861965,0.722745031550564,0.914138251317809,1.03763247991107,1.12101438325962,1.20951528949642,1.32390959956541,207.109564918106,206.934950532631,206.978478394426,206.824763294194,206.657406835137,206.62033000837,206.473860999443,206.295900074405,206.114771548865,205.976408335129,205.948609034134,-198.522328690517,-198.641080629183,-198.543518031083,-198.647120265233,-198.759813557359,-198.75338983466,-198.86306470431,-199.01199014318,-199.159250389494,-199.262548654869,-199.277879043333
34.6499999999999,-2.27833647422626,-1.94165656020595,-1.41448419930801,-1.24372417503182,-0.861587653550044,-0.551729730086103,-0.345295366532827,-0.154328475093779,-0.130925040880969,-0.000359091034685122,0.094658841487405,208.015588930593,207.83276657948,207.877321187322,207.610949331707,207.596076419622,207.532280518394,207.404049963925,207.295347981778,207.054101656992,206.959590935024,206.912818722169,-197.574155207589,-197.705868801193,-197.610566735162,-197.829505766769,-197.793297478011,-197.815853948896,-197.910042408159,-197.992130179467,-198.200440497451,-198.261393599783,-198.297262437272
34.6599999999999,-2.84730965304236,-2.36215737458578,-2.08853216686067,-1.76677557066629,-1.85839930426646,-1.74946754486482,-1.57990324629043,-1.17400204638907,-0.974358802607877,-1.17958083100667,-1.07080944655169,209.618635995995,209.58529968759,209.379269584889,209.266572021619,208.774815500637,208.523813279582,208.347996942851,208.456702106383,208.395287138521,207.961131091472,207.931143807116,-195.879095002988,-195.864217407435,-196.022889155925,-196.090832779222,-196.533325758097,-196.748376679115,-196.888856852906,-196.754003700769,-196.786422739517,-197.190759771451,-197.212340095668
34.6699999999999,-4.21084205586286,-3.8002160392514,-3.36460174429898,-2.99302424159875,-3.08010498968891,-2.89965339190235,-2.74361089485642,-2.30134018338601,-2.24530388013844,-2.34610948937064,-2.23133436799139,210.41811663266,210.314802256525,210.271210372356,210.210341822159,209.72527201473,209.546008430167,209.360020361879,209.507164480049,209.301608798504,208.973442009855,208.949918703649,-195.009650306818,-195.069174131446,-195.068927622588,-195.08715924669,-195.526975851074,-195.672967469906,-195.827152777653,-195.656349746834,-195.834047257154,-196.132795255052,-196.150138312115
34.6799999999999,-5.69560171078676,-5.14608096544023,-4.95732642439295,-4.34504377537226,-4.32134345795809,-4.09772113697526,-3.89034486971695,-3.54140841790085,-3.50057730078013,-3.55918492906948,-3.40251333605934,211.090439850589,211.128067575284,210.843786347811,211.021492308563,210.648793649973,210.512709750379,210.381418155239,210.437286240125,210.216869936836,209.931550353842,209.950847386497,-194.252070520065,-194.175483890865,-194.417934374999,-194.202882100886,-194.531762770889,-194.637037170328,-194.739251230344,-194.664336469796,-194.858115767182,-195.11419683961,-195.090650282168
34.69,-7.1636886751103,-6.60735989976291,-6.27012366083424,-5.75307384613199,-5.65517495986212,-5.41933466018385,-5.23121951221395,-4.9195584406303,-4.8300841378246,-4.89102009210707,-4.68792792657213,211.771216445328,211.818843855305,211.684311928684,211.769102269793,211.472128066334,211.348625700894,211.200759516084,211.220914084584,211.050398440754,210.763029190783,210.829688368033,-193.469385399006,-193.387336623035,-193.483585719406,-193.364493039946,-193.619490279731,-193.714501532974,-193.837036164865,-193.800793472759,-193.946692652844,-194.205692284227,-194.135957454561
34.7,-8.70171684134724,-8.09912492334974,-7.89071522850349,-7.74567697577888,-7.13405753063334,-7.11723309819723,-6.7133451684187,-6.47822677996568,-6.37050150087415,-6.39453891523312,-6.44122123392154,212.374286201772,212.470169991058,212.209481619172,211.928257734897,212.141983509903,211.803454455625,211.87005507661,211.814445092917,211.663530925263,211.414072344751,211.235153299391,-192.745548409731,-192.616920315369,-192.844887802035,-193.094657886822,-192.841944797087,-193.154302183315,-193.065097806347,-193.106750210498,-193.235539081055,-193.458666629795,-193.635020399607
34.71,-9.97341722885903,-9.61105217024971,-9.38252832087816,-9.0580615380087,-8.87598056339978,-8.43501173793948,-8.13526751860527,-8.00438938824977,-8.14487242457584,-8.09219950296813,-7.90964139968375,213.228829829215,213.085713944433,212.847260047133,212.745406796463,212.538202825538,212.61896506328,212.584726598197,212.424680634615,212.029975250985,211.860819726417,211.90393377713,-191.749267656705,-191.864448577739,-192.07284772097,-192.146507997193,-192.318489182003,-192.213701219585,-192.22822599029,-192.375278670914,-192.749733351258,-192.895861213882,-192.848853082028
34.72,-11.459675788289,-11.1967116764144,-10.9969188841263,-10.6658777249913,-10.304101939046,-9.95887476898938,-9.68119109377996,-9.91519968007171,-9.75756980147735,-9.50649049125118,-9.78480219568367,213.860732378066,213.618940999224,213.353961260662,213.260202111457,213.23459294732,213.221819433584,213.166857152267,212.646473026662,212.544926773475,212.575888387212,212.155661881,-190.958861008672,-191.174728868271,-191.412840700747,-191.481209202876,-191.476431050208,-191.467823207575,-191.504736631154,-192.013218256454,-192.095150442564,-192.043436945277,-192.457995569689
34.73,-13.0090572175501,-12.806324350334,-12.6424108858825,-12.3617483191341,-12.0325927976672,-11.8294625987558,-11.9547981359158,-11.5046444884248,-11.4577896764723,-11.2207414972143,-11.4259501541258,214.425613579178,214.124918446132,213.826358055574,213.683827169236,213.627926696727,213.478700993422,213.025811443224,213.179788478121,212.970162286502,212.988836330041,212.642540861382,-190.218327613609,-190.496158908737,-190.771174765766,-190.891377466623,-190.921029318047,-191.052578328416,-191.48885171146,-191.322919580766,-191.515082055113,-191.478651096691,-191.820722879885
34.74,-14.5097883698764,-14.2932771487914,-14.1496335157198,-13.9112661944385,-13.846076012447,-13.4349863974592,-13.4195276731197,-13.4205666304898,-13.0191929543333,-12.8323126428687,-13.2539785246411,215.031011567665,214.746270118935,214.42987139135,214.247011040669,213.932043066237,213.989454117208,213.676203559496,213.385330187327,213.527661948226,213.496934600707,212.937729909496,-189.423288480253,-189.688957807987,-189.985222745584,-190.148800734499,-190.440972201411,-190.36850234615,-190.666779294724,-190.947606432915,-190.790307936034,-190.805077288442,-191.361103325779
34.75,-15.9602586158269,-15.6973809604999,-15.5623401587868,-15.550911353418,-15.2950320786993,-14.9421131638405,-14.9235557730165,-14.872024037077,-14.913874652267,-14.4019431829401,-14.7722605095324,215.67691150205,215.441152437085,215.118700420402,214.714904436142,214.588091297674,214.588993346163,214.280664994088,214.043404789274,213.748699152522,214.038902532196,213.532037513392,-188.573920206905,-188.794717091501,-189.100511225862,-189.488719963049,-189.594666587042,-189.581414210133,-189.877250376011,-190.10702941305,-190.388756147733,-190.083777988251,-190.588384452292
34.76,-17.2684718960481,-16.9501748214174,-16.968093432973,-16.7210557904807,-16.5534781674026,-16.2786938288695,-16.1773940419163,-16.1827490540611,-16.0644246607389,-16.2097542785677,-15.9731039913624,216.453066241781,216.275648080447,215.805728468224,215.636659407539,215.423838457812,215.348414364314,215.123998942293,214.833060220548,214.697491982002,214.337244487214,214.430602451052,-187.579182988953,-187.745958411312,-188.203116836133,-188.35975530665,-188.554119068574,-188.619513957419,-188.834363586526,-189.120450684416,-189.244933101079,-189.591117731702,-189.496526093041
34.77,-17.9539400877671,-17.7852928234634,-17.5156897150586,-17.1846285106581,-17.0501879708074,-16.6330621661492,-16.6213363041456,-16.3808093290141,-16.329108433405,-16.233583233094,-16.4512052451715,217.833165260597,217.51380187425,217.330892415862,217.24730442069,217.004049751363,217.070935641059,216.760488031506,216.716041200646,216.514198660561,216.39305113012,216.034494996897,-185.962311836801,-186.276557546347,-186.450378920963,-186.524762253484,-186.751938026933,-186.676163053329,-186.981888343229,-187.02476232314,-187.216429530934,-187.324537925662,-187.68149544337
34.78,-19.8046622230774,-19.2064526805535,-19.0333566241374,-18.7519355870636,-18.4832194171425,-18.2030056087523,-18.110199788951,-17.9651093223432,-17.8921268287169,-17.7952660683378,-17.826705448587,218.053059647982,218.159626080447,217.884028345577,217.753473690896,217.64526032152,217.57665364823,217.349021124733,217.210805617993,217.031022878689,216.912361274285,216.738223719173,-185.490946385161,-185.382802506426,-185.652705082825,-185.777374945173,-185.871514324412,-185.934944940094,-186.160425809753,-186.299046246199,-186.470495792609,-186.57748157298,-186.748635375178
34.79,-21.315818513451,-20.826903146115,-20.6035793401282,-20.3323455341187,-20.0551427986861,-19.7867372100258,-19.6955784544484,-19.5590585931382,-19.7334999880949,-19.2793158584614,-19.4505331416184,218.600194239155,218.600275780542,218.376328326025,218.237808200036,218.13957048879,218.060032464784,217.832739013232,217.68645106614,217.256694432533,217.499399427526,217.185990801366,-184.674134434423,-184.676249808885,-184.898144570311,-185.034137341819,-185.121354309581,-185.198286544269,-185.425997882083,-185.574333558533,-185.994351636998,-185.742985288836,-186.056181135438
34.8,-22.8704892820175,-22.5891529021471,-22.1970781362379,-21.8720045244147,-21.7137202486339,-21.4500930488193,-21.377732296024,-21.2792299484177,-21.2077594084703,-21.0234245102026,-21.1358414467677,219.096658073067,218.892470182988,218.836908963535,218.754239362537,218.53982511317,218.457269969499,218.212098191736,218.02838686687,217.846158320067,217.819466264343,217.5647148943,-183.891340002246,-184.101013685362,-184.158181207286,-184.240392380969,-184.448500475032,-184.53137606371,-184.778921043874,-184.966081551147,-185.138093821025,-185.160834495107,-185.415577028575
34.81,-24.3504509804593,-24.1032369522443,-23.7877950969301,-23.5108407772355,-23.3445791428144,-23.0514955457228,-23.0378496072103,-22.8042689135899,-22.9144224385691,-22.7070257961759,-22.7534236591553,219.659151072196,219.422166285443,219.292497802478,219.163727842447,218.959700697269,218.909200920575,218.60544889224,218.55716401486,218.195225592244,218.192388875557,218.003702786088,-183.027437618222,-183.273223679681,-183.407909108482,-183.539711269889,-183.740888611897,-183.794973193613,-184.102702574018,-184.152397955178,-184.510691885664,-184.510356317397,-184.699951966694
34.82,-25.5240403192358,-25.2357313582141,-24.8494411197286,-24.6570360387222,-24.4717585014487,-24.0963701128249,-23.9664165199716,-24.1283837247697,-23.9743651368529,-23.8263368744607,-23.7901502023241,220.515887828773,220.322809777643,220.266359722804,220.055325029075,219.871774523706,219.90561341326,219.719212224953,219.27448732485,219.179613575493,219.118545518723,219.012499125906,-181.855523633673,-182.061742044701,-182.124940939249,-182.344046124519,-182.527130092097,-182.500936169605,-182.689203431538,-183.139750880487,-183.23273925322,-183.293349991698,-183.399924512948
34.83,-26.9238201811073,-26.5616781530309,-26.2805092684337,-26.0481075944508,-25.8484315938834,-25.3743581346999,-25.4046376427119,-25.4268940081848,-25.3637584738842,-25.2135200305092,-25.1580635283799,221.136601132105,221.020040466929,220.861027976774,220.69204251125,220.524432967381,220.658084312317,220.313658111859,220.010115101549,219.824654867662,219.766975021637,219.680366355071,-180.9034177542,-181.036260402631,-181.207463641839,-181.387106920283,-181.556752724524,-181.432338606405,-181.783245308151,-182.093737583602,-182.279122559317,-182.33797640525,-182.426154018314
34.84,-28.5018394519332,-28.1410605201982,-27.8523789538909,-27.6483718654352,-27.4168223592885,-26.9905849977547,-26.9630921139519,-27.0276069470887,-26.9471030871993,-26.8204537787919,-26.6887732622734,221.569019501869,221.453752680872,221.304593786839,221.108895947336,220.975020274605,221.060879548113,220.777291413887,220.43272754951,220.265724920177,220.185653304153,220.175423081295,-180.124765592926,-180.260434373253,-180.425476484186,-180.634996715168,-180.773752535637,-180.699231526193,-180.991687685864,-181.346477662214,-181.515195812657,-181.598263978811,-181.610718819966
34.85,-29.9474978288639,-29.6470905284507,-29.3595218609888,-29.1782751528968,-28.7652220798129,-28.7335518063592,-28.4755939401027,-28.526422004288,-28.4429995823843,-28.2809360492686,-28.1170050058788,222.121841807099,221.949164960691,221.80138066008,221.584125961369,221.633636365065,221.326127837573,221.275185652231,220.945416707732,220.782282137316,220.739177777146,220.760955639912,-179.209639605429,-179.408426112479,-179.575816978939,-179.810072622089,-179.765646691013,-180.088837676426,-180.152521688945,-180.494785934798,-180.661426557527,-180.708868358034,-180.690000836517
34.86,-31.4166683769435,-31.0777668813156,-30.8026617633184,-30.5298824688827,-30.2144103434432,-30.137868518243,-29.8834552669047,-29.9218871262275,-29.8491944231261,-29.5940071118994,-29.432987680772,222.639825296161,222.508560926324,222.350840894664,222.22556759019,222.180377722653,221.914943529627,221.866026534967,221.549705993285,221.376526440148,221.428756132996,221.446805145611,-178.31625168378,-178.477644346717,-178.658657792019,-178.802057146321,-178.858441517291,-179.140525384155,-179.205601365523,-179.536634345262,-179.714829012412,-179.667946541329,-179.653490421366
34.87,-32.5761717516193,-32.2200867484024,-31.9638796785981,-31.694592359105,-31.4226675977414,-31.3420353944827,-31.086058785712,-31.1013371041946,-31.0422803305899,-30.7197038180162,-30.6499180410813,223.457015759659,223.345827513288,223.171598211774,223.044222773835,222.957430010573,222.696385037596,222.651394829731,222.358791962723,222.172594536796,222.294375402368,222.220255767688,-177.101994009185,-177.247754544629,-177.448886403986,-177.597586959671,-177.698776374566,-177.979038080586,-178.042362404998,-178.350679740855,-178.543319470048,-178.428783308332,-178.507059997185
34.88,-32.8030919594657,-32.3966970492917,-32.0254768128636,-31.8629692448169,-32.0878314606976,-31.7892377901252,-31.7078930075099,-31.716660365616,-31.6324813513735,-31.5704805131656,-31.8502588912806,225.199389491387,225.141335255052,225.083629911454,224.856349956812,224.269636329405,224.239851023902,224.010390051085,223.723207784243,223.563477171493,223.422964173456,223.000173621521,-174.92185466792,-175.019553059702,-175.104803556633,-175.360029872598,-175.962164544269,-176.015781871053,-176.263172993493,-176.563578850347,-176.731968039442,-176.885727165862,-177.31225346708
34.89,-34.3384822999671,-33.8291686627967,-33.643106619563,-33.4003864939092,-33.4619800470892,-33.2193760969546,-33.1223001054037,-33.1429605967881,-33.0957950297583,-32.8932416806815,-33.1210619318345,225.622491116048,225.670080172627,225.429790861281,225.283609622925,224.863401176689,224.77594938784,224.566334248044,224.268181350268,224.071717679827,224.074338759428,223.702287726113,-174.076769792553,-174.071086371236,-174.345545370375,-174.521969169464,-174.961273467658,-175.073117208985,-175.305049302926,-175.618515138767,-175.824743398664,-175.836613357017,-176.212719497185
34.9,-35.8568761162858,-35.3529015462872,-35.1527530494555,-34.9269078760483,-34.8677910615269,-34.6980433556798,-34.55491021912,-34.5916243014943,-34.5514019532422,-34.8154049127747,-34.8934912566878,226.052220682553,226.09731983482,225.87342898044,225.711454402114,225.41453754385,225.252521397556,225.093622169445,224.780513573902,224.577772032022,224.107638838528,223.885839499804,-173.207954030197,-173.208987073889,-173.470691813532,-173.666148646931,-173.985272640928,-174.172406961801,-174.358417447898,-174.689337611417,-174.903310953614,-175.381574091274,-175.609005658744
34.91,-37.2420244355798,-36.9071028712142,-36.684493106065,-36.4954345501156,-36.3599282406368,-36.2608560371236,-36.0684594100102,-36.1191171054154,-36.05895665032,-36.1685690767943,-36.1752585082031,226.604691445721,226.483526942493,226.284343710967,226.086916509824,225.86847782147,225.635176333855,225.529420877371,225.203494434954,225.021851546733,224.708341325967,224.560679615379,-172.194768983955,-172.369113610826,-172.60993071096,-172.843887051327,-173.087424066223,-173.347221253112,-173.484484936082,-173.830731623764,-174.025510338255,-174.349104994742,-174.504634089945
