"Time [ms]","Current(PhaseA) [A] - b='0.7'","Current(PhaseA) [A] - b='0.72'","Current(PhaseA) [A] - b='0.74'","Current(PhaseA) [A] - b='0.76'","Current(PhaseA) [A] - b='0.78'","Current(PhaseA) [A] - b='0.8'","Current(PhaseA) [A] - b='0.82'","Current(PhaseA) [A] - b='0.84'","Current(PhaseA) [A] - b='0.86'","Current(PhaseA) [A] - b='0.88'","Current(PhaseA) [A] - b='0.9'","Current(PhaseB) [A] - b='0.7'","Current(PhaseB) [A] - b='0.72'","Current(PhaseB) [A] - b='0.74'","Current(PhaseB) [A] - b='0.76'","Current(PhaseB) [A] - b='0.78'","Current(PhaseB) [A] - b='0.8'","Current(PhaseB) [A] - b='0.82'","Current(PhaseB) [A] - b='0.84'","Current(PhaseB) [A] - b='0.86'","Current(PhaseB) [A] - b='0.88'","Current(PhaseB) [A] - b='0.9'","Current(PhaseC) [A] - b='0.7'","Current(PhaseC) [A] - b='0.72'","Current(PhaseC) [A] - b='0.74'","Current(PhaseC) [A] - b='0.76'","Current(PhaseC) [A] - b='0.78'","Current(PhaseC) [A] - b='0.8'","Current(PhaseC) [A] - b='0.82'","Current(PhaseC) [A] - b='0.84'","Current(PhaseC) [A] - b='0.86'","Current(PhaseC) [A] - b='0.88'","Current(PhaseC) [A] - b='0.9'"
18.4999999999994,-27.7481824364351,-27.1729558758312,-26.6487462711494,-26.1718762641032,-25.7364181337101,-25.3332022964082,-24.9710709653659,-24.6397867265107,-24.3663826268279,-24.1405684034372,-23.9548740853729,12.7743602801942,11.6914776637011,10.7000907743885,9.79290785526421,8.97750156093414,8.20836283604473,7.50334886266421,6.85426625254568,6.30071977419727,5.83358066852691,5.5179555079939,14.973822156241,15.4814782121301,15.9486554967609,16.378968408839,16.758916572776,17.1248394603635,17.4677221027017,17.785520473965,18.0656628526307,18.3069877349103,18.436918577379
18.5099999999994,-27.7085653394802,-27.126238153389,-26.5961735330106,-26.1135117538988,-25.6719032446246,-25.2656581793971,-24.899198872743,-24.5645396181257,-24.2881485932008,-24.0601491815669,-23.872425520181,12.5805768149673,11.4979087744458,10.5064105664794,9.59961775894527,8.78497709708997,8.01637381964908,7.31032636255039,6.66224585730372,6.10785732057587,5.64259472305077,5.32764626226438,15.1279885245129,15.6283293789433,16.0897629665312,16.5138939949536,16.8869261475347,17.2492843597481,17.5888725101926,17.902293760822,18.1802912726249,18.4175544585161,18.5447792579166
18.5199999999994,-27.6681138487257,-27.0789243520157,-26.5429972489427,-26.0546888594277,-25.6077399247975,-25.1981252854121,-24.8252731910701,-24.4879688232754,-24.2092657879612,-23.9790877763651,-23.7890957468847,12.3873341622432,11.3052327893482,10.3136969715959,9.40745012870388,8.59301488798294,7.82589435529508,7.11946791849138,6.472072866849,5.91666628388378,5.45266385133163,5.13813740369813,15.2807796864824,15.7736915626675,16.2293002773467,16.6472387307238,17.0147250368146,17.3722309301171,17.7058052725787,18.0158959564264,18.2925995040774,18.5264239250335,18.6509583431866
18.5299999999994,-27.62599750405,-27.0299501644498,-26.4883199328604,-25.9944959484922,-25.542324174192,-25.1287972753961,-24.7512628026045,-24.4112673426565,-24.1277512088634,-23.895604392422,-23.7036702746315,12.19403661519,11.1124639266143,10.120988113932,9.21542499766883,8.40138922579824,7.63529420185887,6.92926368485775,6.2817694513057,5.72692202263719,5.26362719818377,4.94881461160606,15.4319608888599,15.9174862378354,16.3673318189285,16.7790709508234,17.1409349483938,17.4935030735373,17.8219991177467,18.1294978913508,18.4008291862263,18.6319771942382,18.7548556630255
18.5399999999994,-27.5808499016888,-26.9802255018815,-26.432063733217,-25.9320470197836,-25.4751937008075,-25.0565270689924,-24.6750270454355,-24.3326317290123,-24.0452671165211,-23.8106619403808,-23.616281305001,11.9973697718481,10.9164527244677,9.92541363894311,9.01938243279755,8.20621976390952,7.44035926770483,6.73546386456176,6.0883804003081,5.53323863540354,5.07083646047044,4.75631901866677,15.5834801298407,16.0637727774137,16.5066500942738,16.912664586986,17.268973936898,17.6161678012875,17.9395631808738,18.2442513287042,18.5120284811176,18.7398254799104,18.8599622863342
18.5499999999994,-27.5350707814982,-26.928722539142,-26.3747189241645,-25.8691581353479,-25.4078769572748,-24.9842894446543,-24.5989043575675,-24.2530614469767,-23.9620601766301,-23.7254320527063,-23.5304866551469,11.8011896302491,10.71983006914,9.72951247317357,8.82395743348853,8.01131780953159,7.24571543623866,6.54207822835407,5.89489348522235,5.3397914555121,4.87894415768069,4.56137606498147,15.7338811512491,16.208892470002,16.6452064509909,17.0452007018594,17.3965591477432,17.7385740084156,18.0568261292135,18.3581679617543,18.622268721118,18.8464878950256,18.9691105901654
18.5599999999994,-27.4891608111297,-26.877126087333,-26.3177065366521,-25.8068479293779,-25.3410755220567,-24.9116819790091,-24.5226612130745,-24.1737141555272,-23.8795841839948,-23.6407153957313,-23.4438615535953,11.6057214215364,10.5242653722139,9.53495361755139,8.63006591477636,7.81837164964191,7.05213330610024,6.34979338551854,5.70285730538581,5.14862373093369,4.68741048773567,4.3690683034084,15.8834393895933,16.3528607151191,16.7827529191007,17.1767820146016,17.5227038724148,17.8595486729089,18.172867827556,18.4708568501414,18.7309604530611,18.9533049079957,19.0747932501869
18.5699999999994,-27.4448223596199,-26.8259666780055,-26.2617259768493,-25.7458931131069,-25.2746219985095,-24.8404572285123,-24.44701593441,-24.0949548230048,-23.7979967112678,-23.5562026875831,-23.357692493602,11.4110890639013,10.3308190721669,9.34278906254548,8.43880863651932,7.62728879992066,6.86193652255728,6.15955135907765,5.51303885421189,4.95937583974152,4.49825147210389,4.1789430247944,16.0337332957187,16.4951476058386,16.9189369143038,17.3070844765876,17.6473331985888,17.978520705955,18.2874645753324,18.5819159687929,18.8386208715263,19.0579512154792,19.1787494688076
18.5799999999994,-27.4010550672139,-26.7755284782594,-26.2052504837082,-25.6842400477072,-25.2079372267067,-24.7693918943469,-24.371957324653,-24.016462016854,-23.7161213823754,-23.4712692698818,-23.2728116813803,11.2200674268664,10.1403770722667,9.15306244358784,8.24970816800117,7.43858276782592,6.67439378155727,5.97267788373525,5.32636604190726,4.77255836176764,4.31148096116711,3.99336739223774,16.1809876403474,16.6351514059927,17.0521880401203,17.434531879706,17.7693544588808,18.0949981127897,18.3992794409178,18.6900959749467,18.9435630206078,19.1597883087147,19.2794442891425
18.5899999999994,-27.3547126867403,-26.7225837736906,-26.1466749171391,-25.6204552911113,-25.1391024534526,-24.6962303826341,-24.2943427816709,-23.9358177605374,-23.6319596845831,-23.3844084101794,-23.1845784074217,11.0302232582571,9.95103409186237,8.96451112763365,8.06174562821757,7.25102916854094,6.48779739747694,5.78627653429159,5.14012123475847,4.58657643843295,4.12636398141182,3.80740374514033,16.3244894284832,16.7715496818282,17.1821637895054,17.5587096628938,17.8880732849116,18.2084329851571,18.5080662473793,18.7956965257789,19.0453832461502,19.2580444287676,19.3771746622813
18.5999999999994,-27.3066725263595,-26.6678981254764,-26.0865677856705,-25.5551021697805,-25.068455105476,-24.6212632901828,-24.2147817301902,-23.8532213170725,-23.545825982728,-23.296200881487,-23.0946405385098,10.8407487383714,9.76193742290855,8.77644403321882,7.8742026030746,7.06389116159267,6.30118987727369,5.60023973686833,4.95401511773775,4.40078043094683,3.940467919761,3.62187715506452,16.4659237879881,16.9059607025678,17.3101237524517,17.6808995667059,18.0045639438834,18.3200734129091,18.6145419933219,18.8992061993347,19.1450455517811,19.3557329617259,19.4727633834453
18.6099999999994,-27.2574879307717,-26.612246439102,-26.0257702990467,-25.4888436145702,-24.9970052234916,-24.5447272320832,-24.1350410649522,-23.7694973789837,-23.4597980052375,-23.2064745030514,-23.0036995687439,10.6514478084772,9.57316250428893,8.58865357056208,7.68710782963141,6.87739661051823,6.11469624639886,5.41409423422955,4.76861472147635,4.21620577521725,3.7557635657596,3.43736851815672,16.6060401222945,17.0390839348131,17.4371167284846,17.8017357849388,18.1196086129733,18.4300309856843,18.7209468307226,19.0008826575074,19.2435922300202,19.4507109372918,19.5663310505872
18.6199999999994,-27.2066695859702,-26.5552698910086,-25.963935135429,-25.421492282205,-24.9244470951629,-24.4659423550992,-24.0553413436383,-23.6847581330324,-23.372278954429,-23.1159520538048,-22.9126429853249,10.4608925102146,9.38338543498027,8.40013123323497,7.49916736971122,6.69016726340106,5.92642227761719,5.22618674360113,4.58290239222995,4.03121927384574,3.57107623253721,3.25412780999973,16.7457770757555,17.1718844560283,17.563803902194,17.9223249124938,18.2342798317618,18.539520077482,18.8291546000371,19.1018557408025,19.3410596805833,19.5448758212676,19.6585151753252
18.6299999999994,-27.1543175042191,-26.4976941460325,-25.9007493001098,-25.3526177655449,-24.8505920920346,-24.3844814768351,-23.9736829317184,-23.599180203852,-23.283348644364,-23.0247801257102,-22.8201458651593,10.2684065912557,9.19259544976309,8.2101537126832,7.30925574464764,6.50143748182461,5.73515767884178,5.03742281824447,4.39497306416243,3.84468986015007,3.38564180663217,3.06933928682721,16.8859109129634,17.3050986962694,17.6905955874265,18.0433620208972,18.34915461021,18.6493237979933,18.936260113474,19.2042071396896,19.438658784214,19.639138319078,19.7508065783321
18.6399999999994,-27.0989452428356,-26.4370850381168,-25.8354056806249,-25.2824761252684,-24.7751009533142,-24.3006588622464,-23.8901604318868,-23.5115844543083,-23.1926415630044,-22.9329987562122,-22.725569879224,10.073040501534,8.99893083718161,8.01798813334322,7.11652203777518,6.31082613322708,5.53984212810772,4.84661927464563,4.20521474244569,3.65595830616401,3.19940270495987,2.8825758151236,17.0259047413015,17.4381542009352,17.8174175472817,18.1659540874932,18.4642748200871,18.7608167341387,19.0435411572411,19.3063697118626,19.5366832568404,19.7335960512523,19.8429940641004
18.6499999999994,-27.0516689916546,-26.3838306766776,-25.7760112201812,-25.2190391980967,-24.7058092770493,-24.2334603138848,-23.8142362191657,-23.4313111222211,-23.1085375332083,-22.8446191688766,-22.6368606532432,9.88727275135533,8.81430200043362,7.83398034804421,6.93372851855906,6.12939537838145,5.36128374337747,4.66503023529444,4.02446429669305,3.4754496927217,3.01743717930069,2.70225733704321,17.1643962402992,17.569528676244,17.942030872137,18.2853106795377,18.5764138986679,18.8721765705074,19.1492059838713,19.4068468255281,19.6330878404866,19.827181989576,19.9346033162
18.6599999999994,-26.9997709409423,-26.3261482559305,-25.7131407645389,-25.1513114100718,-24.6324813943535,-24.161084121629,-23.734281884182,-23.3469167886392,-23.0204205066349,-22.7531847226023,-22.5441337642179,9.69953881442579,8.62786220008485,7.64791764888454,6.74921897012534,5.946350082575,5.1799445889485,4.482091994187,3.84257155152639,3.29391624755474,2.8352432710993,2.52094837486956,17.3002321265165,17.6982860558456,18.0652231156543,18.4020924399465,18.6861313117785,18.9811395326805,19.252189889995,19.5043452371128,19.7265042590802,19.917941451503,20.0231853893484
18.6699999999994,-26.9439936346931,-26.2648103584556,-25.6469275666401,-25.0801697991312,-24.5572372190809,-24.0842776092161,-23.6510939318435,-23.2591941032719,-22.9291411833281,-22.6591517908833,-22.4482582447489,9.50957848430901,8.43940488089489,7.46023825081021,6.56282875547109,5.76038741465104,4.99557682482598,4.29765352124965,3.65940225127041,3.11129427511896,2.65245372515793,2.3386375455744,17.4344151503841,17.8254054775607,18.1866893158299,18.5173410436601,18.7968498044299,19.0887007843901,19.3534404105938,19.5997918520015,19.8178469082092,20.0066980657253,20.1096206991745
18.6799999999994,-26.8860970913745,-26.201584056285,-25.5787726547507,-25.0071394244327,-24.4831669689716,-24.004698255377,-23.5660744346551,-23.1696516863417,-22.8361820932683,-22.5635381294032,-22.3509222381886,9.31786146395529,8.24974336850442,7.27150967945423,6.37532348918971,5.57031521245276,4.80928870342963,4.11225205030237,3.47552609807845,2.92815570448602,2.46929897710452,2.15598176790813,17.5682356274192,17.9518406877806,18.3072629752964,18.631815935243,18.9128517565189,19.1954095519474,19.4538223843527,19.6941255882633,19.9080263887823,20.0942391522987,20.1949404702805
18.6899999999994,-26.8275508843764,-26.138376496071,-25.5100339618112,-24.9336090345179,-24.4064745581267,-23.924113783061,-23.4805995916627,-23.0797675596308,-22.7429591531217,-22.46750796673,-22.253759887517,9.12594124761656,8.05903448203064,7.08263465992051,6.18771381613361,5.38231885379202,4.6227078207441,3.92669354097614,3.2915523782416,2.74506207182865,2.28633032575616,1.97371720904262,17.7016096367599,18.0793420140403,18.4273993018907,18.7458952183842,19.0241557043347,19.3014059623169,19.5539060506866,19.7882151813892,19.997897081293,20.1811776409738,20.2800426784743
18.6999999999994,-26.7676820664481,-26.0738131644356,-25.4404292066989,-24.8597766557639,-24.3288810699179,-23.8420626627307,-23.3955464531271,-22.9905378796645,-22.6505957569702,-22.3720028675271,-22.1566411499033,8.93369890250371,7.86834563564311,6.8936335864736,5.99939587159559,5.19411913189774,4.43533821726012,3.74122788150154,3.10763408804004,2.5622124902008,2.10372525781552,1.79131955245216,17.8339831639444,18.2054675287925,18.5467956202253,18.8603807841683,19.1347619380202,19.4067244454705,19.6543185716256,19.8829037916244,20.0883832667694,20.2682776097116,20.3653215974511
18.7099999999994,-26.7065358964077,-26.0080639279517,-25.3698291873129,-24.784712510755,-24.251536533923,-23.7590184689822,-23.3092556823302,-22.9001100832243,-22.5567534388146,-22.2749978738286,-22.0584225650898,8.74195936361028,7.67815102381245,6.70523640163167,5.81181105008507,5.00709080221186,4.24827779507677,3.55569280375203,2.923574179884,2.37893761289716,1.92095395198749,1.60881727299192,17.9645765327974,18.3299129041392,18.6645927856813,18.9729014606699,19.2444457317112,19.5107406739054,19.7535628785782,19.9765359033403,20.1778158259175,20.3540439218411,20.4496052920979
18.7199999999994,-26.6469084179698,-25.943032774946,-25.300849743741,-24.7114149274117,-24.1740493682602,-23.677169715463,-23.2234029743511,-22.8103109675026,-22.4635719958094,-22.1785577486219,-21.9607346345368,8.55151880278424,7.4900804111454,6.51888579012267,5.62695919879257,4.82194219544595,4.06413691468688,3.37206287412557,2.74115781582631,2.1973230816322,1.74006176547398,1.42815424619823,18.0953896151856,18.4529523638006,18.7819639536183,19.0844557286191,19.3521071728142,19.6130328007761,19.8513401002256,20.0691531516763,20.2662489141772,20.4384959831479,20.5325803883386
18.7299999999994,-26.5872385853883,-25.8781824676618,-25.2317492671534,-24.637636767673,-24.0966520219766,-23.5957883496199,-23.1375792106923,-22.7205992225737,-22.3704645362051,-22.0818818816059,-21.8628901131704,8.36317750312614,7.30378812716183,6.33420521131964,5.44368415180073,4.63874007285761,3.88233749703107,3.19039219594341,2.56061081312132,2.01757562061128,1.56069528231984,1.24923582650688,18.2240610822621,18.5743943405,18.8975440558338,19.1939526158722,19.457911949119,19.7134508525889,19.9471870147488,20.1599884094524,20.3528889155938,20.5211865992861,20.6136542866635
18.7399999999994,-26.5266629761816,-25.8129889966819,-25.1616586101602,-24.5638783094363,-24.0184577979161,-23.513630774401,-23.0508719826188,-22.6299686285457,-22.276429960771,-21.9840108987791,-21.763856565046,8.17557387880669,7.11855244362166,6.15029393542406,5.26054594699905,4.45668771002303,3.70175201860865,3.01003439729311,2.38136452207125,1.83914753829689,1.38221706866662,1.07132094356514,18.3510890973749,18.6944365530603,19.0113646747361,19.3033323624372,19.5617700878931,19.8118787557923,20.0408375853257,20.2486041064745,20.4372824224741,20.6017938301124,20.6925356214809
18.7499999999994,-26.466348838139,-25.746897653712,-25.0897362131447,-24.4878820679879,-23.9385744588166,-23.4295746178831,-22.9624247549222,-22.5375761494657,-22.1806317141402,-21.8843827051223,-21.6628969939629,7.99010745897638,6.93460316786779,5.96602531700597,5.07779007333248,4.27478186873407,3.521137586407,2.83000677311049,2.2024623272226,1.66107217886564,1.20391645773949,0.893479096309012,18.4762413791626,18.8122944858442,19.1237108961387,19.4100919946554,19.6637925900826,19.9084370314761,20.1324179818117,20.3351138222431,20.5195595352746,20.6804662473828,20.7694178976539
18.7599999999994,-26.3998290345252,-25.676019006155,-25.0154636262957,-24.4079953657984,-23.8549585330767,-23.3415731404417,-22.8704765035226,-22.4414246760588,-22.081036199233,-21.7823190861275,-21.5587282042794,7.79775946762116,6.74383083842977,5.77772110539518,4.88995347587359,4.08757828174595,3.33495647842368,2.64533693083696,2.01921860486456,1.47857280738637,1.02174069447289,0.711732489968325,18.602069566904,18.9321881677252,19.2377425209006,19.5180418899248,19.7673802513307,20.006616662018,20.2251395726857,20.4222060711942,20.6024633918466,20.7605783916546,20.846995714311
18.7699999999994,-26.3316560203712,-25.6033132228521,-24.9388595036079,-24.326532577644,-23.7698989547998,-23.2521629728051,-22.7771145451247,-22.3438616352228,-21.9800820851741,-21.6786569997931,-21.4530592882383,7.60520365376226,6.55303559651027,5.58884988646802,4.70208058874954,3.90043786442253,3.14861936583689,2.46067824701618,1.83606240852745,1.29622097876563,0.839591983761937,0.529829321348883,18.7264523666089,19.0502776263418,19.3500096171399,19.6244519888944,19.8694610903772,20.1035436069682,20.3164362981085,20.5077992266953,20.6838611064084,20.8390650160312,20.9232299668895
18.7799999999994,-26.2636196210138,-25.5302868177173,-24.8618060903796,-24.245457786624,-23.6844020772078,-23.1625310730874,-22.683343928061,-22.2459432123106,-21.8791057524732,-21.5749468050702,-21.346981160686,7.41302643495879,6.36295688522857,5.4006582494746,4.51630506313199,3.71418698209949,2.96328770484113,2.27682658328848,1.65372597478104,1.11443375106994,0.657404230794098,0.348487243317,18.850593186055,19.1673299324887,19.461147840905,19.729152723492,19.9702150951083,20.1992433682463,20.4065173447725,20.5922172375296,20.7646720014032,20.9175425742761,20.998493917369
18.7899999999994,-26.1961876541926,-25.4583965541364,-24.7850487744217,-24.1643009773843,-23.5997472802328,-23.0733478389386,-22.5896918653114,-22.1482862689039,-21.7789191841002,-21.4709378133143,-21.2415823910758,7.2224375504229,6.17370020795087,5.2137955005635,4.33153816321243,3.53068101716799,2.78008560493329,2.09442139138157,1.47275202357669,0.933553753741176,0.476817791807011,0.168111892069941,18.9737501037697,19.2846963461855,19.5712532738582,19.8327628141718,20.0690662630648,20.2932622340053,20.4952704739298,20.6755342453272,20.845365430359,20.9941200215073,21.0734704990058
