Time [ms],Moving1.Torque [NewtonMeter] - a='15mm',Moving1.Torque [NewtonMeter] - a='20mm',Moving1.Torque [NewtonMeter] - a='25mm',Moving1.Torque [NewtonMeter] - a='30mm',Moving1.Torque [NewtonMeter] - a='35mm',Moving1.Torque [NewtonMeter] - a='40mm',Moving1.Torque [NewtonMeter] - a='45mm',Moving1.Torque [NewtonMeter] - a='50mm',Moving1.Torque [NewtonMeter] - a='55mm',Moving1.Torque [NewtonMeter] - a='60mm',Moving1.Torque [NewtonMeter] - a='65mm',Moving1.Torque [NewtonMeter] - a='70mm',Moving1.Torque [NewtonMeter] - a='75mm'
43.66,150.1448795,149.6441166,149.3588809,148.9712284,148.536019,147.9839043,147.4059946,144.9511625,143.8456814,142.4473544,142.6396844,139.4922941,134.5720851
43.67,150.0540917,149.551092,149.2592363,148.8704931,148.4561823,147.8802388,147.3022515,145.0346404,143.9678403,142.5545359,142.6204533,139.4959294,134.5311641
43.68,149.8939206,149.3990471,149.1057751,148.7213184,148.3183381,147.7417007,147.1675998,145.1244144,144.0834061,142.6818583,142.5915557,139.5121043,134.5147802
43.69,149.674461,149.1985721,148.9095806,148.5334837,148.1333325,147.5745954,147.0070461,145.2220281,144.1932913,142.8231184,142.5580218,139.5450061,134.5328148
43.7,149.4051915,148.9547575,148.6773828,148.3125837,147.9185821,147.3838168,146.8256719,145.3189249,144.301395,142.9613586,142.5160336,139.586061,134.5817446
43.71,149.1109646,148.6900397,148.4301468,148.076124,147.6917427,147.1840421,146.6365477,145.4157568,144.4125941,143.1012898,142.4667552,139.6259237,134.6463405
43.72,148.8207776,148.4383599,148.1920107,147.8509548,147.4763371,146.9878165,146.4505494,145.5153893,144.5365136,143.2479439,142.4395241,139.6683622,134.7081632
43.73,148.5455573,148.1955095,147.9650459,147.6353108,147.2684882,146.7931656,146.2652716,145.612948,144.6659477,143.4013901,142.4056603,139.7080579,134.7487359
43.74,148.2779803,147.9594555,147.7434201,147.4230004,147.0670953,146.5972166,146.0787589,145.7109303,144.7977355,143.5539348,142.3688613,139.7483849,134.7866075
43.75,148.0167531,147.7245365,147.5213845,147.2093138,146.8710322,146.4026101,145.8930261,145.8154855,144.9334771,143.7130871,142.3239293,139.7884071,134.8200723
43.76,147.7857495,147.5123573,147.3258832,147.0162404,146.6803219,146.2239914,145.7214813,145.9317511,145.081316,143.8814905,142.2990598,139.8189943,134.8517446
43.77,147.5806542,147.3236687,147.1478417,146.8379724,146.5094903,146.0602164,145.5627561,146.0537487,145.2363218,144.0556599,142.2756089,139.857168,134.8852792
43.78,147.3997695,147.1572591,146.9892493,146.6757089,146.3552794,145.9128731,145.4164839,146.1842836,145.3951863,144.2384766,142.2452118,139.9037665,134.9285555
43.79,147.2360016,147.0052267,146.843213,146.5224992,146.2165328,145.7784321,145.2816711,146.3262035,145.5569857,144.4448822,142.1992162,139.9570896,134.9827697
43.8,147.0759155,146.8552623,146.6974629,146.3736599,146.0854388,145.6482907,145.1514151,146.4693897,145.7121721,144.6429469,142.140791,140.0156158,135.0418455
43.81,146.9226451,146.7046995,146.5501883,146.2222969,145.9432754,145.5067467,145.0088031,146.5834666,145.84871,144.8092683,142.089923,140.0530651,135.0728059
43.82,146.7759501,146.5623221,146.4097625,146.0797719,145.7898262,145.3596209,144.8597114,146.6585353,145.9468206,144.94495,142.0497237,140.0653473,135.0705147
43.83,146.6393434,146.4275062,146.2787143,145.9502503,145.633977,145.217002,144.7177848,146.7039563,146.0307056,145.0599636,142.0306009,140.062734,135.0445813
43.84,146.5190541,146.2994672,146.1587117,145.8350329,145.4909631,145.088941,144.5905535,146.7449929,146.1231958,145.1690785,142.0273952,140.0737146,135.0059252
43.85,146.4243472,146.1942857,146.0573134,145.736849,145.3784766,144.9850106,144.4867791,146.8243478,146.2434468,145.2896122,142.0324916,140.104734,134.9694412
43.86,146.3717121,146.1212835,145.978257,145.6614357,145.3120203,144.9203814,144.4099696,146.9428144,146.3942472,145.4307708,142.0410362,140.1614901,134.9480125
43.87,146.5477515,146.2422537,146.0671736,145.7337852,145.3274145,144.9206981,144.3967159,147.0805236,146.4979165,145.5925869,141.9950478,140.1789119,134.9986775
43.88,146.6895459,146.3280245,146.1244029,145.7682227,145.3585843,144.9286664,144.3862931,147.2328806,146.6149715,145.7569086,141.9455201,140.2069492,135.048172
43.89,146.7952351,146.3793883,146.1532733,145.7845986,145.3836654,144.933192,144.3809355,147.3707652,146.7233148,145.9032685,141.9149678,140.2447272,135.0868745
43.9,146.8759453,146.4086659,146.1643577,145.7920387,145.3816143,144.9263453,144.3743548,147.4736501,146.8082235,146.0193218,141.9187375,140.283953,135.1192794
43.91,146.9153434,146.4314322,146.1743103,145.8132871,145.3741918,144.914196,144.3690737,147.5490319,146.8760761,146.1069756,141.9521322,140.3231285,135.1274981
43.92,146.9429975,146.4267834,146.1721935,145.8218751,145.3781186,144.8929129,144.3674936,147.622853,146.9480132,146.1833795,141.999226,140.3594996,135.1194617
43.93,146.9760477,146.4219775,146.1734935,145.8346335,145.3931875,144.8888376,144.3806913,147.7104083,147.0334602,146.250443,142.0488778,140.4022404,135.1043322
43.94,147.0295561,146.4612703,146.2159152,145.8792313,145.4457151,144.9173439,144.4189198,147.7983046,147.1116212,146.3092088,142.0936232,140.4546568,135.0945352
43.95,147.0869005,146.5387226,146.2944786,145.9506882,145.5256366,144.9760538,144.4704869,147.8642847,147.164517,146.3562072,142.1314062,140.4987747,135.0907377
43.96,147.1437667,146.6555653,146.3938594,146.0393072,145.6211067,145.0544549,144.5442383,147.9002348,147.1892533,146.3848509,142.1654141,140.531171,135.0863961
43.97,147.2249214,146.7806465,146.50744,146.1389484,145.7320742,145.1527416,144.6358482,147.9184262,147.1990146,146.4005399,142.2000866,140.5508869,135.0719084
43.98,147.3605323,146.9207764,146.6469292,146.2762106,145.876121,145.2777668,144.7571675,147.9924147,147.2781901,146.4421216,142.2641124,140.6021223,135.0539838
43.99,147.5388634,147.1178021,146.835655,146.4593079,146.0599927,145.4436464,144.9122784,148.0519633,147.3382099,146.4742518,142.3305973,140.6482025,135.0413691
44,147.6926108,147.3600785,147.0641266,146.6696465,146.2691591,145.6402214,145.0919177,148.0694572,147.3621978,146.4908539,142.3956482,140.6817515,135.0289459
44.01,147.8586219,147.5118958,147.24098,146.8926954,146.4855075,145.8502602,145.281796,148.0586756,147.3657897,146.4932633,142.4495424,140.7026382,135.0099023
44.02,148.0116598,147.7164142,147.4271823,147.0363407,146.6885274,146.0509895,145.4643301,148.0286806,147.3495825,146.4753578,142.4865114,140.7182479,134.9802351
44.03,148.1444346,147.8914269,147.5957326,147.1879701,146.8334511,146.2377906,145.640195,147.9976832,147.3154803,146.4401886,142.5244565,140.7391226,134.9482353
44.04,148.291371,148.0642037,147.7587848,147.3461067,147.0059317,146.4326965,145.82912,147.981528,147.2907443,146.4016294,142.5825585,140.7654041,134.9272749
44.05,148.4434923,148.2350878,147.9227241,147.51168,147.1932682,146.5994251,146.0340607,147.9861782,147.2737312,146.3544263,142.6623304,140.7991808,134.9378471
44.06,148.5891757,148.3993877,148.0821715,147.6821785,147.3981487,146.7914517,146.2505203,148.0076625,147.2598882,146.2977012,142.7632354,140.843151,134.9787732
44.07,148.7216443,148.5591012,148.2401361,147.8633663,147.6183721,146.9909624,146.4525316,148.039957,147.2465123,146.2197015,142.8727639,140.8914234,135.0419696
44.08,148.862054,148.7399346,148.4261459,148.0577773,147.8521345,147.2002507,146.6650413,148.0705819,147.2267309,146.1489113,142.9744113,140.9267144,135.0932885
44.09,149.1497699,149.1055386,148.7632561,148.3547031,148.0989528,147.4611643,146.9000413,147.9890695,147.1426261,146.0668075,143.0405316,140.9150243,135.0612725
44.1,149.362973,149.4327689,149.0604009,148.610646,148.3271526,147.6959365,147.112724,147.8950423,147.051457,145.9721491,143.0955542,140.9006963,135.0268082
44.11,149.5547698,149.7174727,149.3178538,148.8329103,148.5398317,147.9090032,147.309971,147.8165084,146.9612935,145.8730893,143.1270348,140.9060339,135.0076644
44.12,149.7060295,149.9584807,149.5396285,149.0335231,148.7438765,148.1087602,147.5015283,147.7606396,146.8683745,145.7710411,143.1915529,140.9338111,135.0147052
44.13,149.8294467,150.1607223,149.7324683,149.2234412,148.9455087,148.3034928,147.6943078,147.7250411,146.7936846,145.669903,143.2796812,140.9800189,135.0510899
44.14,149.9467269,150.316731,149.9004768,149.3975266,149.137822,148.4903137,147.8820375,147.6941525,146.7284844,145.5670666,143.375249,141.0157179,135.0837038
44.15,150.0706716,150.4479396,150.0523474,149.5606369,149.3188282,148.6664553,148.0579318,147.6712036,146.6726,145.4652821,143.4603085,141.037398,135.1022814
44.16,150.2484422,150.5203394,150.2046961,149.7410482,149.5081619,148.851583,148.241511,147.6537429,146.6216193,145.3689407,143.5374447,141.028903,135.1094187
44.17,150.4791416,150.6631012,150.338756,149.9363818,149.7068906,149.0500748,148.4361522,147.6292863,146.5633106,145.2663823,143.610623,141.0083696,135.1063195
44.18,150.7207112,150.8344292,150.5126883,150.1419297,149.907574,149.2546404,148.6352733,147.5897217,146.4874179,145.1594409,143.6821298,140.9782804,135.1000682
44.19,150.9576768,151.0080125,150.6817766,150.2889498,150.1022319,149.4534991,148.8296014,147.5372254,146.399534,145.0469211,143.7533982,140.9497105,135.1071214
44.2,151.0777078,151.1240223,150.8106189,150.423664,150.274702,149.6399961,149.0168916,147.4919019,146.335175,144.9437403,143.8248446,140.9520283,135.1281089
44.21,151.232065,151.255139,150.9457649,150.5680289,150.3944503,149.8308328,149.2077972,147.4464428,146.2697884,144.8512379,143.9027911,140.9469102,135.1531212
44.22,151.4254422,151.4024914,151.0909192,150.7200561,150.5409853,150.0193126,149.3996577,147.4027829,146.2016253,144.7699916,143.9878332,140.9386417,135.1843246
44.23,151.6466183,151.5645351,151.2399073,150.8727603,150.6875428,150.1651313,149.5802048,147.3505039,146.1262153,144.6932303,144.0747674,140.9321763,135.2147704
44.24,151.872984,151.729406,151.3835247,151.0120905,150.8240111,150.3033139,149.7299011,147.2894418,146.0404279,144.6027911,144.1456622,140.9160361,135.2252988
44.25,152.0130201,151.8380955,151.4769011,151.1076636,150.918932,150.3979004,149.8423626,147.2011076,145.9313878,144.4828444,144.1833173,140.8897736,135.177599
44.26,152.133641,151.9359211,151.5684725,151.2021441,151.0087431,150.489136,149.9175172,147.1082482,145.8223446,144.3517814,144.2061699,140.8615151,135.1409496
44.27,152.2718455,152.0554927,151.6891945,151.320781,151.1158172,150.5904763,150.0141557,147.0239302,145.7264253,144.2149083,144.2188475,140.8323302,135.1007426
44.28,152.4210009,152.1928313,151.8323575,151.4542149,151.2331802,150.6926125,150.112079,146.9487377,145.6394836,144.0842524,144.2184074,140.8017841,135.0573133
44.29,152.5712654,152.3332671,151.9828108,151.5878173,151.3473459,150.7785311,150.1937469,146.8793186,145.5692318,143.9519879,144.210858,140.767435,135.0101391
44.3,152.7104277,152.456797,152.1117207,151.7017194,151.4431968,150.850052,150.2582883,146.8107971,145.4945678,143.8375771,144.2114759,140.7292575,134.993966
44.31,152.7996088,152.5152654,152.1495859,151.7551161,151.4968762,150.9439838,150.3457469,146.7423643,145.3919494,143.7818497,144.2588855,140.7091329,135.0026413
44.32,152.8731884,152.5590922,152.1719666,151.7808671,151.5303135,150.9932467,150.3850364,146.6745879,145.2978974,143.719147,144.2880008,140.6824584,135.0024207
44.33,152.9351505,152.6017852,152.2025724,151.8022787,151.5583535,151.0245923,150.4026958,146.6171805,145.2208794,143.6541808,144.2977343,140.6536098,135.0170938
44.34,152.9840722,152.6562969,152.2521244,151.8351169,151.5914324,151.0594045,150.4204017,146.5722772,145.163972,143.5880336,144.2899934,140.6265817,135.011151
44.35,153.0278757,152.7192294,152.3185959,151.8860372,151.6324212,151.097073,150.446244,146.5376083,145.1224351,143.5305588,144.2678627,140.5864032,135.0041756
44.36,153.0140804,152.7223535,152.3348358,151.8938483,151.6372647,151.0934397,150.441113,146.4833633,145.0718884,143.4648185,144.2226673,140.5429985,134.9922996
44.37,152.965654,152.690392,152.315684,151.8715833,151.6095169,151.04897,150.3984201,146.4188204,145.0162792,143.3965211,144.1604418,140.489789,134.9638154
44.38,152.9087014,152.6512764,152.2875069,151.8400874,151.5669428,150.9933491,150.3393261,146.3589694,144.9638199,143.3426547,144.1007013,140.4542842,134.9298206
44.39,152.8416987,152.605505,152.2477389,151.7936087,151.5100183,150.933775,150.2701655,146.3076874,144.9187757,143.302046,144.046893,140.4128976,134.8958726
44.4,152.7552051,152.5471577,152.1899683,151.7248128,151.436495,150.8641742,150.1880341,146.2697425,144.883561,143.269602,143.9944466,140.3686957,134.8659605
44.41,152.6651369,152.4815425,152.1210451,151.641101,151.3527892,150.7819043,150.0929786,146.2456235,144.8606526,143.2488847,143.9393121,140.3413018,134.8430513
44.42,152.6148757,152.4373699,152.0754357,151.5835786,151.2820579,150.7025798,150.0048523,146.216175,144.842433,143.2536602,143.8840175,140.3114519,134.8178755
44.43,152.5591002,152.384337,152.0183442,151.5141398,151.2004826,150.617922,149.9078067,146.2099307,144.8442507,143.2657912,143.8347274,140.283456,134.7946392
44.44,152.510838,152.3358864,151.9612427,151.440023,151.1141045,150.5329596,149.8052467,146.2334721,144.868211,143.2820543,143.7972483,140.2629608,134.7768697
44.45,152.4723973,152.2969096,151.9065337,151.3599918,151.0238258,150.4425552,149.6936342,146.2835776,144.9142191,143.296542,143.7695462,140.2516579,134.7701739
44.46,152.4096902,152.245485,151.8368863,151.2600856,150.9193773,150.3322079,149.5621413,146.3375049,144.9671611,143.3379402,143.7353404,140.2387874,134.7657443
44.47,152.324714,152.1616562,151.7472017,151.1341243,150.7844184,150.1909758,149.4008281,146.36769,145.0023189,143.3620538,143.7015667,140.2129359,134.7479747
44.48,152.2134639,152.0546475,151.635716,150.9967646,150.6332556,150.0384288,149.2305848,146.3770379,145.0259573,143.3991302,143.6458595,140.1760758,134.750717
44.49,152.069772,151.9126845,151.4896563,150.8518618,150.4625592,149.878737,149.0567527,146.3614356,145.0511412,143.4603737,143.5686218,140.1252862,134.7318814
44.5,151.9006175,151.7401406,151.3239277,150.6954821,150.2742635,149.707942,148.8739806,146.3216173,145.0567006,143.5494438,143.4706894,140.0647159,134.7040054
44.51,151.7217544,151.5518706,151.148976,150.5233346,150.0766176,149.5174143,148.672116,146.2891322,145.0591593,143.6356052,143.35498,140.0073381,134.6782766
44.52,151.5580188,151.3752007,150.9803463,150.3532831,149.887152,149.3277537,148.4698764,146.310275,145.1067398,143.7271737,143.2628306,139.9759776,134.6737207
44.53,151.4059148,151.2211424,150.8150838,150.1863792,149.7260412,149.1864795,148.3120281,146.4821657,145.2745709,143.8447096,143.2549033,139.9864046,134.6853991
44.54,151.2187105,151.043656,150.6338461,149.9888576,149.5296113,149.0030918,148.124669,146.6277639,145.4204172,143.948825,143.2125201,139.9870222,134.7004802
44.55,150.9814545,150.8287502,150.4259895,149.7642329,149.3202812,148.788325,147.9137197,146.7329512,145.5430885,144.04934,143.1427549,139.9734041,134.7063784
44.56,150.6894901,150.5696984,150.1871942,149.5217679,149.0897556,148.5755206,147.7014913,146.8002837,145.6378487,144.1571066,143.0536647,139.9452457,134.7017933
44.57,150.3500804,150.2688213,149.917901,149.2691962,148.8396932,148.3551314,147.4889583,146.8386937,145.7123214,144.2755278,142.9539642,139.909201,134.6919014
44.58,150.0331309,149.9841115,149.6671251,149.0500663,148.6177464,148.1583752,147.2848462,146.87077,145.7807337,144.3997602,142.8589333,139.8909106,134.6775654
44.59,149.7256956,149.6892645,149.4056421,148.8294761,148.3859115,147.9478172,147.0807282,146.9069934,145.8489046,144.5216714,142.7656694,139.8755067,134.6702869
44.6,149.4250349,149.3844635,149.13788,148.5998714,148.1457259,147.7155294,146.8633929,146.9615708,145.9297821,144.6338789,142.6786342,139.8612392,134.6720638
44.61,149.1272765,149.087088,148.8614251,148.3572053,147.8998359,147.4720197,146.6526275,147.0294226,146.0207446,144.7393755,142.593836,139.8534921,134.6699197
44.62,148.8406331,148.7904283,148.5805112,148.1016467,147.6523965,147.2370817,146.4309962,147.1021449,146.1159487,144.8417927,142.5058023,139.8398347,134.652446
44.63,148.5776006,148.5288524,148.3306937,147.8651975,147.4215829,147.0147939,146.2167936,147.1710637,146.2060415,144.9414483,142.4149725,139.8201696,134.6317425
44.64,148.3861178,148.345012,148.1586308,147.69693,147.2397643,146.8264655,146.0266997,147.2363952,146.2853317,145.0403633,142.3355316,139.8036326,134.6410739
44.65,148.2000149,148.1671729,147.9870487,147.5294167,147.0598416,146.6436335,145.8437146,147.3001476,146.3734052,145.1380344,142.2745905,139.7864062,134.6354644
44.66,148.0257025,147.9970309,147.8163075,147.3616924,146.8903186,146.4691622,145.6703869,147.3714287,146.466897,145.2412787,142.2104288,139.767078,134.6180296
44.67,147.8794756,147.8440923,147.6622094,147.1953708,146.7314769,146.3006034,145.5035581,147.4404878,146.5597123,145.3502344,142.1433063,139.7471456,134.5825728
44.68,147.760412,147.7219715,147.5177175,147.0310383,146.5794068,146.1327885,145.3377988,147.4972526,146.6397649,145.4511023,142.0733428,139.7255748,134.5366617
44.69,147.7004964,147.6512143,147.4218131,146.9004256,146.45736,145.997752,145.1926845,147.5331603,146.6858876,145.5246214,142.0140562,139.7052249,134.4862902
44.7,147.6637932,147.6090495,147.3502704,146.7929527,146.3554274,145.8804062,145.0626734,147.543505,146.706593,145.5602492,141.954206,139.6824873,134.4385627
44.71,147.6516834,147.5877857,147.3014514,146.7154082,146.2635531,145.7807901,144.947301,147.5223505,146.6928302,145.5767588,141.8935882,139.6571372,134.3919438
44.72,147.6742774,147.6030032,147.2899021,146.6816423,146.1905446,145.6924811,144.8477963,147.4760647,146.6501477,145.5555187,141.8330641,139.634076,134.3498375
44.73,147.750238,147.6720593,147.3366804,146.6928717,146.1488823,145.6091336,144.7523888,147.4201204,146.593449,145.5105952,141.7700205,139.6172775,134.3176012
44.74,147.8059767,147.7308254,147.3738105,146.6961903,146.1208629,145.5552418,144.682512,147.4253356,146.6161806,145.5306338,141.7257911,139.6160992,134.2848704
44.75,147.7262672,147.6652436,147.2825176,146.6050276,146.0633292,145.5470856,144.6583085,147.5195805,146.7210395,145.6635356,141.7030256,139.5993853,134.2160103
44.76,147.683077,147.6326302,147.2270319,146.5319069,146.0263081,145.5202542,144.6200563,147.5658904,146.7741329,145.7484604,141.6550539,139.5692578,134.141792
44.77,147.6617857,147.5650562,147.1565297,146.4736608,146.0016418,145.4899527,144.5822927,147.5670981,146.7821222,145.7788361,141.584907,139.5360531,134.0560587
